Match,Venue,Times,Country,Against_Country,Scored_total,Player,Bat_Status_,Runs_scored,Ball_scored,scored_4s,scored_6s,scored_SR,Overs_Conseded,MOvers_Conseded,Runs_Conseded,Wickets_Conseded,NB_Conseded,WD_Conseded,ECO_Conseded
Australia vs Scotland,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 15, 08:30 PM LOCAL  ",Australia,Scotland, 186-5 (19.4 Ov) ,Travis Head,c Michael Jones b Safyaan Sharif,68.0,49.0,5.0,4.0,138.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Scotland,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 15, 08:30 PM LOCAL  ",Australia,Scotland, 186-5 (19.4 Ov) ,David Warner,c Berrington b Wheal,1.0,4.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Scotland,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 15, 08:30 PM LOCAL  ",Australia,Scotland, 186-5 (19.4 Ov) ,Mitchell Marsh (c),c (sub)Charlie Tear b Safyaan Sharif,8.0,9.0,1.0,0.0,88.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Scotland,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 15, 08:30 PM LOCAL  ",Australia,Scotland, 186-5 (19.4 Ov) ,Glenn Maxwell,b Mark Watt,11.0,8.0,0.0,1.0,137.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Scotland,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 15, 08:30 PM LOCAL  ",Australia,Scotland, 186-5 (19.4 Ov) ,Marcus Stoinis,b Mark Watt,59.0,29.0,9.0,2.0,203.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Scotland,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 15, 08:30 PM LOCAL  ",Australia,Scotland, 186-5 (19.4 Ov) ,Tim David,not out,24.0,14.0,2.0,1.0,171.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Scotland,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 15, 08:30 PM LOCAL  ",Australia,Scotland, 186-5 (19.4 Ov) ,Matthew Wade (wk),not out,4.0,5.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Ireland,Pakistan, 106-9 (20 Ov) ,Balbirnie,b Shaheen Afridi,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Ireland,Pakistan, 106-9 (20 Ov) ,Stirling (c),c Rizwan b Amir,1.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Ireland,Pakistan, 106-9 (20 Ov) ,Lorcan Tucker (wk),c Rizwan b Shaheen Afridi,2.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Ireland,Pakistan, 106-9 (20 Ov) ,Harry Tector,lbw b Shaheen Afridi,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Ireland,Pakistan, 106-9 (20 Ov) ,Curtis Campher,c Saim Ayub b Haris Rauf,7.0,14.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Ireland,Pakistan, 106-9 (20 Ov) ,Dockrell,c and b Amir,11.0,10.0,2.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Ireland,Pakistan, 106-9 (20 Ov) ,Delany,c Shadab Khan b Imad Wasim,31.0,19.0,1.0,3.0,163.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Ireland,Pakistan, 106-9 (20 Ov) ,Mark Adair,c Shaheen Afridi b Imad Wasim,15.0,19.0,2.0,0.0,78.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Ireland,Pakistan, 106-9 (20 Ov) ,Barry McCarthy,b Imad Wasim,2.0,7.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Ireland,Pakistan, 106-9 (20 Ov) ,Joshua Little,not out,22.0,18.0,2.0,1.0,122.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Ireland,Pakistan, 106-9 (20 Ov) ,Benjamin White,not out,5.0,20.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Pakistan,Ireland, 111-7 (18.5 Ov) ,Mohammad Rizwan (wk),c Mark Adair b Barry McCarthy,17.0,16.0,3.0,0.0,106.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Pakistan,Ireland, 111-7 (18.5 Ov) ,Saim Ayub,c Lorcan Tucker b Mark Adair,17.0,17.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Pakistan,Ireland, 111-7 (18.5 Ov) ,Babar Azam (c),not out,32.0,34.0,2.0,0.0,94.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Pakistan,Ireland, 111-7 (18.5 Ov) ,Fakhar Zaman,c (sub)Ross Adair b Curtis Campher,5.0,9.0,0.0,0.0,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Pakistan,Ireland, 111-7 (18.5 Ov) ,Usman Khan,c Harry Tector b Barry McCarthy,2.0,3.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Pakistan,Ireland, 111-7 (18.5 Ov) ,Shadab Khan,c Lorcan Tucker b Barry McCarthy,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Pakistan,Ireland, 111-7 (18.5 Ov) ,Imad Wasim,c Harry Tector b Curtis Campher,4.0,6.0,1.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Pakistan,Ireland, 111-7 (18.5 Ov) ,Abbas Afridi,c (sub)Ross Adair b Benjamin White,17.0,21.0,1.0,1.0,80.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill, Florida ","Jun 16, 10:30 AM LOCAL  ",Pakistan,Ireland, 111-7 (18.5 Ov) ,Shaheen Afridi,not out,13.0,5.0,0.0,2.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Bangladesh,Nepal, 106-10 (19.3 Ov) ,Tanzid Hasan,c and b Sompal Kami,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Bangladesh,Nepal, 106-10 (19.3 Ov) ,Litton Das (wk),c Aasif Sheikh b Sompal Kami,10.0,12.0,1.0,0.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Bangladesh,Nepal, 106-10 (19.3 Ov) ,Shanto (c),b Dipendra Singh,4.0,5.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Bangladesh,Nepal, 106-10 (19.3 Ov) ,Shakib,lbw b Rohit Paudel,17.0,22.0,2.0,0.0,77.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Bangladesh,Nepal, 106-10 (19.3 Ov) ,Towhid Hridoy,c Lamichhane b Rohit Paudel,9.0,7.0,2.0,0.0,128.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Bangladesh,Nepal, 106-10 (19.3 Ov) ,Mahmudullah,run out (Gulsan Jha/Lamichhane),13.0,13.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Bangladesh,Nepal, 106-10 (19.3 Ov) ,Jaker Ali,b Lamichhane,12.0,26.0,0.0,0.0,46.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Bangladesh,Nepal, 106-10 (19.3 Ov) ,Tanzim Hasan Sakib,b Lamichhane,3.0,5.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Bangladesh,Nepal, 106-10 (19.3 Ov) ,Rishad Hossain,c Anil Sah b Dipendra Singh,13.0,7.0,1.0,1.0,185.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Bangladesh,Nepal, 106-10 (19.3 Ov) ,Taskin Ahmed,not out,12.0,15.0,2.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Bangladesh,Nepal, 106-10 (19.3 Ov) ,Mustafizur,run out (Rohit Paudel/Dipendra Singh),3.0,4.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Nepal,Bangladesh, 85-10 (19.2 Ov) ,Kushal Bhurtel,b Tanzim Hasan Sakib,4.0,8.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Nepal,Bangladesh, 85-10 (19.2 Ov) ,Aasif Sheikh (wk),c Shakib b Mustafizur,17.0,14.0,4.0,0.0,121.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Nepal,Bangladesh, 85-10 (19.2 Ov) ,Anil Sah,c Shanto b Tanzim Hasan Sakib,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Nepal,Bangladesh, 85-10 (19.2 Ov) ,Rohit Paudel (c),c Rishad Hossain b Tanzim Hasan Sakib,1.0,6.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Nepal,Bangladesh, 85-10 (19.2 Ov) ,Sundeep Jora,c Rishad Hossain b Tanzim Hasan Sakib,1.0,8.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Nepal,Bangladesh, 85-10 (19.2 Ov) ,Kushal Malla,c Shanto b Mustafizur,27.0,40.0,1.0,1.0,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Nepal,Bangladesh, 85-10 (19.2 Ov) ,Dipendra Singh Airee,c Litton Das b Mustafizur,25.0,31.0,2.0,1.0,80.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Nepal,Bangladesh, 85-10 (19.2 Ov) ,Gulsan Jha,c Towhid Hridoy b Taskin Ahmed,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Nepal,Bangladesh, 85-10 (19.2 Ov) ,Sompal Kami,st Litton Das b Shakib,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Nepal,Bangladesh, 85-10 (19.2 Ov) ,Sandeep Lamichhane,not out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh vs Nepal,"Arnos Vale Ground, Kingstown, St Vincent ","Jun 16, 07:30 PM LOCAL  ",Nepal,Bangladesh, 85-10 (19.2 Ov) ,Abinash Bohara,lbw b Shakib,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Sri Lanka,Netherlands, 201-6 (20 Ov) ,Pathum Nissanka,c Sybrand Engelbrecht b Kingma,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Sri Lanka,Netherlands, 201-6 (20 Ov) ,Kusal Mendis (wk),c Sybrand Engelbrecht b Aryan Dutt,46.0,29.0,5.0,0.0,158.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Sri Lanka,Netherlands, 201-6 (20 Ov) ,Kamindu Mendis,c van Beek b van Meekeren,17.0,20.0,1.0,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Sri Lanka,Netherlands, 201-6 (20 Ov) ,Dhananjaya de Silva,c Bas de Leede b Tim Pringle,34.0,26.0,3.0,1.0,130.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Sri Lanka,Netherlands, 201-6 (20 Ov) ,Asalanka,c Bas de Leede b van Beek,46.0,21.0,1.0,5.0,219.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Sri Lanka,Netherlands, 201-6 (20 Ov) ,Mathews,not out,30.0,15.0,1.0,2.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Sri Lanka,Netherlands, 201-6 (20 Ov) ,Shanaka,c Edwards b van Beek,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Sri Lanka,Netherlands, 201-6 (20 Ov) ,W Hasaranga (c),not out,20.0,6.0,1.0,2.0,333.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Netherlands,Sri Lanka, 118-10 (16.4 Ov) ,Michael Levitt,st Kusal Mendis b M Theekshana,31.0,23.0,2.0,3.0,134.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Netherlands,Sri Lanka, 118-10 (16.4 Ov) ,Max ODowd,c Kamindu Mendis b N Thushara,11.0,8.0,0.0,1.0,137.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Netherlands,Sri Lanka, 118-10 (16.4 Ov) ,Vikramjit Singh,c Kamindu Mendis b Shanaka,7.0,10.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Netherlands,Sri Lanka, 118-10 (16.4 Ov) ,Sybrand Engelbrecht,c Asalanka b Matheesha Pathirana,11.0,9.0,0.0,1.0,122.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Netherlands,Sri Lanka, 118-10 (16.4 Ov) ,Scott Edwards (c & wk),c M Theekshana b N Thushara,31.0,24.0,2.0,1.0,129.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Netherlands,Sri Lanka, 118-10 (16.4 Ov) ,Bas de Leede,c Asalanka b W Hasaranga,3.0,5.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Netherlands,Sri Lanka, 118-10 (16.4 Ov) ,Logan van Beek,run out (Kusal Mendis),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Netherlands,Sri Lanka, 118-10 (16.4 Ov) ,Tim Pringle,st Kusal Mendis b W Hasaranga,2.0,4.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Netherlands,Sri Lanka, 118-10 (16.4 Ov) ,Aryan Dutt,b Matheesha Pathirana,10.0,8.0,1.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Netherlands,Sri Lanka, 118-10 (16.4 Ov) ,Paul van Meekeren,lbw b N Thushara,3.0,8.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka vs Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 16, 08:30 PM LOCAL  ",Netherlands,Sri Lanka, 118-10 (16.4 Ov) ,Vivian Kingma,not out,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",Papua New Guinea,New Zealand, 78-10 (19.4 Ov) ,Tony Ura,c Glenn Phillips b Southee,1.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",Papua New Guinea,New Zealand, 78-10 (19.4 Ov) ,Assad Vala (c),c Daryl Mitchell b Lockie Ferguson,6.0,16.0,1.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",Papua New Guinea,New Zealand, 78-10 (19.4 Ov) ,Charles Amini,lbw b Lockie Ferguson,17.0,25.0,2.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",Papua New Guinea,New Zealand, 78-10 (19.4 Ov) ,Sese Bau,c Finn Allen b Santner,12.0,27.0,1.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",Papua New Guinea,New Zealand, 78-10 (19.4 Ov) ,Hiri Hiri,b Boult,7.0,11.0,1.0,0.0,63.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",Papua New Guinea,New Zealand, 78-10 (19.4 Ov) ,Chad Soper,b Lockie Ferguson,1.0,6.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",Papua New Guinea,New Zealand, 78-10 (19.4 Ov) ,Kiplin Doriga (wk),b Southee,5.0,7.0,1.0,0.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",Papua New Guinea,New Zealand, 78-10 (19.4 Ov) ,Norman Vanua,c Daryl Mitchell b Boult,14.0,13.0,1.0,1.0,107.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",Papua New Guinea,New Zealand, 78-10 (19.4 Ov) ,Alei Nao,c Daryl Mitchell b Ish Sodhi,3.0,7.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",Papua New Guinea,New Zealand, 78-10 (19.4 Ov) ,Kabua Morea,st Conway b Ish Sodhi,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",Papua New Guinea,New Zealand, 78-10 (19.4 Ov) ,Semo Kamea,not out,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",New Zealand,Papua New Guinea, 79-3 (12.2 Ov) ,Finn Allen,c Kiplin Doriga b Kabua Morea,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",New Zealand,Papua New Guinea, 79-3 (12.2 Ov) ,Devon Conway (wk),lbw b Semo Kamea,35.0,32.0,2.0,3.0,109.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",New Zealand,Papua New Guinea, 79-3 (12.2 Ov) ,Rachin Ravindra,c Semo Kamea b Kabua Morea,6.0,11.0,0.0,0.0,54.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",New Zealand,Papua New Guinea, 79-3 (12.2 Ov) ,Kane Williamson (c),not out,18.0,17.0,2.0,0.0,105.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand vs Papua New Guinea,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 17, 10:30 AM LOCAL  ",New Zealand,Papua New Guinea, 79-3 (12.2 Ov) ,Daryl Mitchell,not out,19.0,12.0,3.0,0.0,158.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs Afghanistan,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia ","Jun 17, 08:30 PM LOCAL  ",West Indies,Afghanistan, 218-5 (20 Ov) ,Brandon King,b Azmatullah,7.0,6.0,1.0,0.0,116.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
